Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Unique Identifier,Latitude,Longitude
King Farmers' Market,Fruit and Vegetable Markets,445230,105 Moore Road, King ,Stokes County,North Carolina,27021,22FMTS270064,36.276367,-80.341178
King George Farmers Market,Fruit and Vegetable Markets,445230,King George Middle School at 8246 Dahlgren Rd,  King George,King George County,Virginia,22485,22FMTS270203,38.27678,-77.2028
Kittery Community Market,Fruit and Vegetable Markets,445230,10 Shapleigh Road, Kittery ,York County,Maine,3904,22FMTS270081,43.090021,-70.736542
Lake Oswego Farmers' Market,Fruit and Vegetable Markets,445230, 200 First Street, Lake Oswego,Clackamas County,Oregon,97034,22FMTS269974,45.417855,-122.66477
Lakes Area Growers Market,Fruit and Vegetable Markets,445230,1001 Kingwood ST, Brainerd,Crow Wing County,Minnesota,56401,22FMTS270273,46.358912,-94.193437
Lakes Area Growers Market,Fruit and Vegetable Markets,445230,7915 MN-210 , Baxter ,Crow Wing County,Minnesota,56425,22FMTS270274,46.352551,-94.235284
Lakewood Earth and Food (LEAF) Community Farmers' Market,Fruit and Vegetable Markets,445230,15425 Detroit, Lakewood,Cuyahoga County,Ohio,44107,22FMTS269952,41.484539,-81.804266
Lancaster Farmers Market,Fruit and Vegetable Markets,445230,West Chestnut Street, Lancaster,Fairfield County,Ohio,43130,22FMTS270275,39.712631,-82.603853
Landon's Greenhouse Farmers Market,Fruit and Vegetable Markets,445230,505 College Meadows Drive, Sheridan,Sheridan County,Wyoming,82801,22FMTS270222,44.760524,-106.94832
Lansdale Farmers' Market,Fruit and Vegetable Markets,445230,400 Penn Street, Lansdale,Montgomery County,Pennsylvania,19446,22FMTS270239,40.234201,-75.277496
Lawrence Farmers Market,Fruit and Vegetable Markets,445230,, Lawrence ,Van Buren County,Michigan,49064,22FMTS270181,42.219637,-86.048868
Lebanon Farmers Market,Fruit and Vegetable Markets,445230,579 Exeter Road, Lebanon,New London County,Connecticut,6249,22FMTS270136,41.635781,-72.212877
Legion Park Farmers Market,Fruit and Vegetable Markets,445230,6601 Biscayne Blvd, Miami,Miami-Dade County,Florida,33138,22FMTS270016,25.836451,-80.183684
Leland Farmers Market,Fruit and Vegetable Markets,445230,River Street, Leland,Leelanau County,Michigan,49654,22FMTS269956,45.022857,-85.759459
Lewiston Farmers Market,Fruit and Vegetable Markets,445230,65 Main St., Lewiston,Androscoggin County,Maine,4240,22FMTS270249,44.096575,-70.220379
Lincoln Heights Certified Farmers Market,Fruit and Vegetable Markets,445230,N. Broadway & Sichel, Los Angeles,Los Angeles County,California,90031,22FMTS270087,34.07348,-118.21309
Lincoln Park Farmers Market,Fruit and Vegetable Markets,445230,SW Corner Fort Street & Southfield Road, Lincoln Park,Wayne County,Michigan,48146,22FMTS270214,42.249843,-83.177664
Little River Farmers Market,Fruit and Vegetable Markets,445230,4461 Mineola Ave, Little River,Horry County,South Carolina,29566,22FMTS270101,33.880648,-78.640489
Livonia Wilson Barn Farmers Market,Fruit and Vegetable Markets,445230,29350 W. Chicago, Livonia,Wayne County,Michigan,48150,22FMTS270155,42.362596,-83.331995
Los Ranchos Growers' Market,Fruit and Vegetable Markets,445230, 6718 Rio Grande Blvd. NW, Los Ranchos,Bernalillo County,New Mexico,87107,22FMTS269997,35.158683,-106.65491
Louisiana Community Betterment Farmer's Market,Fruit and Vegetable Markets,445230, Georgia Street, Louisiana ,Pike County,Missouri,63353,22FMTS270186,39.441188,-91.062659
Loveland Farmers Market,Fruit and Vegetable Markets,445230,205 Broadway Street, Loveland,Clermont County,Ohio,45140,22FMTS269920,39.266388,-84.259924
Lower Valley Farmers Market,Fruit and Vegetable Markets,445230,Main street, Wallowa,Wallowa County,Oregon,97885,22FMTS270086,45.570355,-117.52864
Low-Line Market at Southport,Fruit and Vegetable Markets,445230,3410 N Southport Ave, Chicago,Cook County,Illinois,60657,22FMTS270129,41.943816,-87.664233
LSI Global Greens Farmers' Market,Fruit and Vegetable Markets,445230,3200 University Ave, Des Moines,Polk County,Iowa,50311,22FMTS270094,41.599698,-93.660454
Mableton Farmers Market,Fruit and Vegetable Markets,445230,5239 Floyd Road, Mableton,Cobb County,Georgia,30126,22FMTS270090,33.826085,-84.575384
Main Street Dyersburg Farmers Market,Fruit and Vegetable Markets,445230,335 Clark Ave. South, Dyersburg,Dyer County,Tennessee,38024,22FMTS270153,36.030081,-89.389549
Main Street Farmers Market,Fruit and Vegetable Markets,445230,South Main at Wheeling, Washington,Washington County,Pennsylvania,15301,22FMTS270000,40.169,-80.245
Main Street Farmers Market,Fruit and Vegetable Markets,445230,401 Main Street, Placerville,El Dorado County,California,95667,22FMTS270020,38.730544,-120.79696
Main Street Farmers Market,Fruit and Vegetable Markets,445230,1030 Main Street, Honesdale,Wayne County,Pennsylvania,18431,22FMTS270237,41.57517,-75.257553
Main Street Wadsworth Farmers Market,Fruit and Vegetable Markets,445230,151 Main Street, Wadsworth,Medina County,Ohio,44281,22FMTS270238,41.028681,-81.732318
MainStreet Libertyville Farmers Market,Fruit and Vegetable Markets,445230,413 N Milwaukee Ave, Liberytville ,Lake County,Illinois,60048,22FMTS270230,42.287242,-87.954744
Manson Farmers Market,Fruit and Vegetable Markets,445230,, Manson ,Calhoun County,Iowa,50563,22FMTS270148,42.527104,-94.539507
Manzanita Farmers Market,Fruit and Vegetable Markets,445230,36465 N Hwy 101, Nehalem ,Tillamook County,Oregon,97131,22FMTS269996,45.719007,-123.89424
Maple Valley Farmers' Market,Fruit and Vegetable Markets,445230,25719 Maple Valley Black Diamond Road, Maple Valley,King County,Washington,98038,22FMTS270128,47.367729,-122.02336
Market Common Farmers Market,Fruit and Vegetable Markets,445230,Deville St, Myrtle Beach ,Horry County,South Carolina,29577,22FMTS270103,33.6699343,-78.939009
Market in The Park,Fruit and Vegetable Markets,445230,300 Conti, Mobile,Mobile County,Alabama,36602,22FMTS269913,30.69035,-88.045015
Market in The Park - Lavretta Park,Fruit and Vegetable Markets,445230,200 Parkway Street West, Mobile,Mobile County,Alabama,36606,22FMTS269923,30.691614,-88.160082
Market Mondays at the Arsht Center,Fruit and Vegetable Markets,445230,1301 Biscayne Blvd, Miami,Miami-Dade County,Florida,33132,22FMTS270207,25.787138,-80.189855
Market on Main,Fruit and Vegetable Markets,445230,Ford Center Plaza 6th and Main St, Evansville,Vanderburgh County,Indiana,47708,22FMTS270247,37.972884,-87.568349
Market Square Farmers' Market,Fruit and Vegetable Markets,445230,500 Howard Baker Jr Ave, Knoxville,Knox County,Tennessee,37915,22FMTS270208,35.965659,-83.910506
Marlette Farmers Market,Fruit and Vegetable Markets,445230,3048 Main Street, Marlette,Sanilac County,Michigan,48453,22FMTS270268,43.327346,-83.080532
Marshfield Farmer's Market,Fruit and Vegetable Markets,445230,140 Main St  (Route 3A), Marshfield,Plymouth County,Massachusetts,2050,22FMTS269962,42.098148,-70.717317
Maryville Farmers Market - Saturdays,Fruit and Vegetable Markets,445230,Founders Square, Maryville,Blount County,Tennessee,37804,22FMTS270082,35.756987,-83.969504
Matthys Farm Market,Fruit and Vegetable Markets,445230,57754 Crumstown Hwy, South Bend,St. Joseph County,Indiana,46619,22FMTS269966,41.65516,-86.35873
Medina Square Farmers Market,Fruit and Vegetable Markets,445230,39 public square, Medina,Medina County,Ohio,44256,22FMTS270280,41.134636,-81.869513
Menlo Park Farmers' Market,Fruit and Vegetable Markets,445230,Chestnut & Menlo Avenues, Menlo Park,San Mateo County,California,94025,22FMTS269961,37.450822,-122.1841
Menominee Historic Downtown Farmers Market  Association,Fruit and Vegetable Markets,445230,800 1st Street & 8th Avenue, Menominee,Menominee County,Michigan,49858,22FMTS270253,45.105926,-87.603938
Midland Area Farmers Market,Fruit and Vegetable Markets,445230,, Midland,Midland County,Michigan,48640,22FMTS270242,43.609016,-84.236727
Miles City Farmers Market,Fruit and Vegetable Markets,445230,500 Main St  Riverside Park, Miles City,Custer County,Montana,59301,22FMTS270004,46.408215,-105.84009
MILFORD - DOWNTOWN FARMERS MARKET,Fruit and Vegetable Markets,445230,108 West Main Street (Wasson Field), Milford,New Haven County,Connecticut,6460,22FMTS270018,41.226598,-73.062096
Millen Produce Market,Fruit and Vegetable Markets,445230,Cotton Avenue, Millen ,Jenkins County,Georgia,30442,22FMTS270059,32.802685,-81.936127
Minturn Market,Fruit and Vegetable Markets,445230,Historic Downtown Minturn, Minturn,Eagle County,Colorado,81645,22FMTS270007,39.58839,-106.4315
Monroe County Farmer's Market,Fruit and Vegetable Markets,445230,20 E. Willow St., Monroe,Monroe County,Michigan,48162,22FMTS270015,41.91965,-83.39378
Monroe Farmers Market,Fruit and Vegetable Markets,445230,10th St and 16th Ave, Monroe,Green County,Wisconsin,53566,22FMTS270113,42.601889,-89.639224
Montavilla Farmers Market,Fruit and Vegetable Markets,445230,7700 Block of SE Stark Street, Portland,Multnomah County,Oregon,97215,22FMTS270269,45.519002,-122.58431
MONTEVALLO FARMERS MARKET,Fruit and Vegetable Markets,445230,Middle Street and Island Street, MONTEVALLO,Shelby County,Alabama,35115,22FMTS269980,33.09948,-86.862926
Morgan County Farmers' Market Association,Fruit and Vegetable Markets,445230,Main St. & Indiana St., Martinsville ,Morgan County,Indiana,46151,22FMTS270149,39.423392,-86.428695
Morgan County Farmers' Market Association,Fruit and Vegetable Markets,445230,Monroe & Main St., Mooresville ,Morgan County,Indiana,46158,22FMTS270150,39.612806,-86.379609
Morganton Farmer's Market,Fruit and Vegetable Markets,445230,111 North Green Street, Morganton,Burke County,North Carolina,28655,22FMTS270116,35.7466269,-81.688488
Mosinee Farm Market,Fruit and Vegetable Markets,445230,1101 Main Street, City,Marathon County,Wisconsin,54455,22FMTS270001,44.797421,-89.708626
Mount Carroll Farmers Market,Fruit and Vegetable Markets,445230,116 E Market Street, Mount Carroll ,Carroll County,Illinois,61053,22FMTS269999,42.101295,-89.978008
Mount Pleasant Farmers Market,Fruit and Vegetable Markets,445230,645 Coleman Boulevard, Mount Pleasant,Charleston County,South Carolina,29464,22FMTS269985,32.790718,-79.8734
Mount Pleasant Farmers' Market,Fruit and Vegetable Markets,445230,3200 Mt. Pleasant St NW , Washington,District of Columbia,District of Columbia,20010,22FMTS270193,38.931518,-77.038675
Mulberry Market,Fruit and Vegetable Markets,445230,1155 College Street, Macon,Bibb County,Georgia,31201,22FMTS270054,32.833797,-83.646551
Muldoon Farmers Market,Fruit and Vegetable Markets,445230,1301 Muldoon Road, Anchorage,Anchorage Municipality,Alaska,99504,22FMTS270122,61.208991,-149.73118
Muncie Makers Market,Fruit and Vegetable Markets,445230, 2100 West White River Boulevard, Muncie,Delaware County,Indiana,47303,22FMTS270188,40.1883942,-85.410675
Murrysville Farmers' Market,Fruit and Vegetable Markets,445230,3235 Sardis Road, Murrysville,Westmoreland County,Pennsylvania,15668,22FMTS270279,40.430121,-79.696788
Napa Downtown Farmers Market,Fruit and Vegetable Markets,445230,1100 West Street, Napa,Napa County,California,94559,22FMTS270089,38.301189,-122.28513
Nash County Farmers Market in Rocky Mount,Fruit and Vegetable Markets,445230,1006 Peachtree St., Rocky Mount,Nash County,North Carolina,27804,22FMTS269964,35.955256,-77.802729
Newport Beach Certified Farmers' Market by Farmer Mark,Fruit and Vegetable Markets,445230,1 McFadden Place, Newport Beach ,Orange County,California,92663,22FMTS270212,33.607886,-117.92879
NORFOLK FARMERS MARKET,Fruit and Vegetable Markets,445230,19 Maple Avenue, Norfolk,Litchfield County,Connecticut,6058,22FMTS270063,41.990739,-73.197873
North Myrtle Beach Farmers Market,Fruit and Vegetable Markets,445230,925 First Avenue South, North Myrtle Beach,Horry County,South Carolina,29582,22FMTS269928,33.827655,-78.683173
North Prairie Farmers Market - Minot,Fruit and Vegetable Markets,445230,Corner of 3rd Ave SW and Broadway, Minot,Ward County,North Dakota,58701,22FMTS269987,48.233564,-101.29559
North Square Farmers Market,Fruit and Vegetable Markets,445230,100 Spring St, Chambersburg,Franklin County,Pennsylvania,17201,22FMTS270045,39.938459,-77.662435
Northbrook Farmers Market,Fruit and Vegetable Markets,445230,Cherry Lane and Meadow Road, Northbrook,Cook County,Illinois,60062,22FMTS269972,42.1314024,-87.828657
Northeast Minneapolis Farmers Market,Fruit and Vegetable Markets,445230,University Avenue NE and 7th Avenue NE , Minneapolis,Hennepin County,Minnesota,55413,22FMTS270019,44.995288,-93.262339
Northeast Washington (NEW) Farmers Market,Fruit and Vegetable Markets,445230,Corner of Main and Astor, Colville,Stevens County,Washington,99114,22FMTS270066,48.543279,-117.90522
Northport Farmers Market,Fruit and Vegetable Markets,445230,105 S. Bay Street, Northport,Leelanau County,Michigan,49670,22FMTS269953,45.129668,-85.614175
Northside Farmers Market,Fruit and Vegetable Markets,445230,4222 Hamilton Ave, Cincinnati ,Hamilton County,Ohio,45223,22FMTS270252,39.163947,-84.539984
Norwich Farmers Market,Fruit and Vegetable Markets,445230,2-75 North Broad Street, Norwich,Chenango County,New York,13815,22FMTS270194,42.531632,-75.523641
Nourish Knoxville's Winter Farmers' Market,Fruit and Vegetable Markets,445230,500 Howard Baker Jr Ave, Knoxville,Knox County,Tennessee,37915,22FMTS270221,35.96565,-83.910507
Oak Creek Farmers Market,Fruit and Vegetable Markets,445230,Drexel Town Square, Oak Creek ,Milwaukee County,Wisconsin,53154,22FMTS270260,42.899242,-87.917781
"Ocean City, NJ Farmers & Crafters Market",Fruit and Vegetable Markets,445230,6th Street & Asbury Avenue, Ocean City,Cape May County,New Jersey,8226,22FMTS270009,39.282143,-74.572082
OHSU Farmers Market,Fruit and Vegetable Markets,445230, 3181 SW Sam Jackson Park Rd, Portland,Multnomah County,Oregon,97239,22FMTS269930,45.499865,-122.6877
Olde Beaufort Farmers' Market,Fruit and Vegetable Markets,445230,300 Courthouse Square, Beaufort,Carteret County,North Carolina,28516,22FMTS270069,34.719572,-76.663201
Oneida Farmers Market,Fruit and Vegetable Markets,445230,N7332 Water Circle Place, Oneida,Outagamie County,Wisconsin,54155,22FMTS269927,44.503625,-88.202341
Onslow County Farmers Market,Fruit and Vegetable Markets,445230,4024 RIchlands Hwy, Jacksonville,Onslow County,North Carolina,28540,22FMTS270215,34.782418,-77.49326
Orange Community Farmers' Market,Fruit and Vegetable Markets,445230,525 Orange Center Road, Orange ,New Haven County,Connecticut,6477,22FMTS270178,41.2735586,-73.021058
Orange Park Farmer's & Arts Market,Fruit and Vegetable Markets,445230,2042 Park Ave, Orange Park,Clay County,Florida,32073,22FMTS270187,30.165484,-81.701664
Oxford Farmers Market,Fruit and Vegetable Markets,445230,Corner of Lanier and McClanahan Streets, Oxford,Granville County,North Carolina,27565,22FMTS269978,36.3148277,-78.586616
Oxnard Farmers Market,Fruit and Vegetable Markets,445230,500 South C Street, Oxnard,Ventura County,California,93030,22FMTS270123,34.19798,-119.18027
Palos Verdes Farmers Market,Fruit and Vegetable Markets,445230,27118 Silver Spur Road, Rolling Hills Estates ,Los Angeles County,California,90274,22FMTS270100,33.779336,-118.37372
Peacham Farmers Market,Fruit and Vegetable Markets,445230,555 Bayley Hazen Road, Peacham,Caledonia County,Vermont,5862,22FMTS270158,44.327445,-72.170037
Pennington Farmers Market,Fruit and Vegetable Markets,445230,101 Route 31 N, Pennington,Mercer County,New Jersey,8534,22FMTS270277,40.3494,-74.79688
Perry Lecompton Farmers Market,Fruit and Vegetable Markets,445230,2115 Ferguson Rd., Perry,Jefferson County,Kansas,66073,22FMTS270256,39.08143,-95.392324
Petersham Friday Market,Fruit and Vegetable Markets,445230,, Petersham,Worcester County,Massachusetts,1366,22FMTS270105,42.488744,-72.186669
Piedmont Triad Farmers Market,Fruit and Vegetable Markets,445230,2914 Sandy Ridge Road, Colfax,Guilford County,North Carolina,27409,22FMTS270022,36.087691,-79.992657
Pike Central Farm Market,Fruit and Vegetable Markets,445230,910 Rose Avenue, North Potomac,Montgomery County,Maryland,20852,22FMTS270057,39.049352,-77.117929
Pinecrest Farmers Market,Fruit and Vegetable Markets,445230,11000 S. Red Road, Pinecrest,Miami-Dade County,Florida,33156,22FMTS270065,25.669124,-80.285895
Plainfield Township Farmers Market Hale,Fruit and Vegetable Markets,445230,220 West Washington, Hale,Iosco County,Michigan,48739,22FMTS270217,44.380388,-83.804474
Plainwell Farmers Market,Fruit and Vegetable Markets,445230,554 Allegan St. , Plainwell ,Allegan County,Michigan,49080,22FMTS270112,42.452003,-85.650721
Plainwell Indoor Market,Fruit and Vegetable Markets,445230,211 N. Main St. , Plainwell,Allegan County,Michigan,49080,22FMTS270220,42.44491,-85.643297
Plymouth Farmers Market,Fruit and Vegetable Markets,445230,Garro St., Plymouth,Marshall County,Indiana,46563,22FMTS269984,41.34065,-86.307641
Portland Farmers Market - Kenton,Fruit and Vegetable Markets,445230,N McClellan & N Denver , Portland,Multnomah County,Oregon,97217,22FMTS270159,45.583224,-122.68679
Portland Farmers Market - King,Fruit and Vegetable Markets,445230,NE 7th and Wygant, Portland,Multnomah County,Oregon,97211,22FMTS270160,45.557097,-122.65898
Portland Farmers Market - Lents International,Fruit and Vegetable Markets,445230,SE 92nd and Reedway, Portland,Multnomah County,Oregon,97266,22FMTS270161,45.4813183,-122.56858
Portland Farmers Market - Portland State University,Fruit and Vegetable Markets,445230,SW Park and Montgomery, Portland ,Multnomah County,Oregon,97201,22FMTS270162,45.512348,-122.68483
Portland Farmers Market - Shemanski Park,Fruit and Vegetable Markets,445230,SW Park and Main, Portland ,Multnomah County,Oregon,97205,22FMTS270163,45.517125,-122.68223
Prairie Township Farmer's Market,Fruit and Vegetable Markets,445230,5955 W. Broad Street, Galloway,Franklin County,Ohio,43215,22FMTS270248,39.9695356,-83.009303
Putnam Farmers Market,Fruit and Vegetable Markets,445230,1 Valley Way, Hurricane,Putnam County,West Virginia,25526,22FMTS270091,38.441892,-81.99554
Puyallup Farmers' Market,Fruit and Vegetable Markets,445230,300  S Meridian (COVID operations at corner of  2nd and Main, Puyallup,Pierce County,Washington,98371,22FMTS269968,47.191241,-122.29243
Queen Anne Farmers Market,Fruit and Vegetable Markets,445230,W Crockett Street and Queen Anne Ave N, Seattle ,King County,Washington,98119,22FMTS270053,47.637172,-122.3576
Red Oak Farmers Market,Fruit and Vegetable Markets,445230,307 East Reed Street, Red Oak,Montgomery County,Iowa,51566,22FMTS269940,41.009641,-95.228044
Red Stick Farmers Market - Thursday Year Round,Fruit and Vegetable Markets,445230,6400 Perkins Road, Baton Rouge,East Baton Rouge Parish,Louisiana,70808,22FMTS269970,30.399197,-91.121067
Rensselaer Farmers Market,Fruit and Vegetable Markets,445230,110 W Harrison St., Rensselaer,Jasper County,Indiana,47978,22FMTS270035,40.9356403,-87.150106
Richmond Farmers Market - Summer Season (May-October),Fruit and Vegetable Markets,445230,47 N 6th St, Richmond,Wayne County,Indiana,47374,22FMTS270167,39.829996,-84.893377
Riverdale Park Farmers Market,Fruit and Vegetable Markets,445230,4650 Queensbury Road, Riverdale Park,Prince George's County,Maryland,20737,22FMTS269977,38.962979,-76.935311
Rockmart Farmers Market,Fruit and Vegetable Markets,445230,108 Water St., Rockmart,Polk County,Georgia,30153,22FMTS270196,33.997669,-85.053094
Roslindale Village Main Street Winter Farmers Market,Fruit and Vegetable Markets,445230,32 Birch St, Roslindale,Suffolk County,Massachusetts,2131,22FMTS270209,42.286072,-71.130709
RT 639 Farmers Market,Fruit and Vegetable Markets,445230,7278 Ladysmith Road Ruther Glen, Virginia,Caroline County,Virginia,22546,22FMTS270202,38.016661,-77.518506
Rusk County Farmers Market,Fruit and Vegetable Markets,445230,US Highway 8 & W. 2nd  Street, Ladysmith,Rusk County,Wisconsin,54848,22FMTS269975,45.464998,-91.09924
Russellville Community Market,Fruit and Vegetable Markets,445230,320 West C St. , Russellville,Pope County,Arkansas,72801,22FMTS270235,35.280402,-93.135468
Saint Mary Farmers Market,Fruit and Vegetable Markets,445230,700 s third st, Columbus ,Franklin County,Ohio,43206,22FMTS270258,39.948137,-82.994617
Salamanca Farmers market,Fruit and Vegetable Markets,445230,768 Broad st, Salamanca,Cattaraugus County,New York,14779,22FMTS269947,42.164734,-78.741263
Salem Farmers Market,Fruit and Vegetable Markets,445230,3 East Main Street, Salem,Salem city,Virginia,24153,22FMTS269995,37.292997,-80.058606
Saline Farmers Market,Fruit and Vegetable Markets,445230,S. Ann Arbor Street, Saline,Washtenaw County,Michigan,48176,22FMTS269988,42.165956,-83.781146
Saline Farmers Market,Fruit and Vegetable Markets,445230,7265 Saline Ann Arbor Road, Saline,Washtenaw County,Michigan,48176,22FMTS269989,42.179728,-83.785094
Saugerties Farmers Market,Fruit and Vegetable Markets,445230,115 Main Street, Saugerties,Ulster County,New York,12477,22FMTS270023,42.080345,-73.946818
Seacoast Eat Local Winter Farmers' Market - Exeter High School,Fruit and Vegetable Markets,445230,1 Blue Hawk Drive, Exeter,Rockingham County,New Hampshire,3833,22FMTS270140,43.0168516,-71.000312
Sedalia Area Farmers' Market,Fruit and Vegetable Markets,445230,2233 W 16th St, Sedalia,Pettis County,Missouri,65301,22FMTS270176,38.698011,-93.255481
Seneca Falls Farmers Market,Fruit and Vegetable Markets,445230,15 Water Street, Seneca Falls,Seneca County,New York,13148,22FMTS270226,42.909109,-76.800314
Shallotte Farmers Market/Market on Mulberry,Fruit and Vegetable Markets,445230,123 Mulberry Street, Shallotte,Brunswick County,North Carolina,28470,22FMTS270068,33.975058,-78.386035
Shawano Farmers Market,Fruit and Vegetable Markets,445230,235 S. Washington Street, Shawano,Shawano County,Wisconsin,54166,22FMTS270228,44.777707,-88.612868
Shelby County Farmers Market,Fruit and Vegetable Markets,445230,Hwys 44 and 59, Harlan,Shelby County,Iowa,51537,22FMTS269931,41.645926,-95.338882
Shoreline Farmers Market,Fruit and Vegetable Markets,445230,15415 Westminster Way, Shoreline,King County,Washington,98133,22FMTS270216,47.741553,-122.34945
Shorewood Farmers Market,Fruit and Vegetable Markets,445230,3400 Estabrook Parkway, Shorewood,Milwaukee County,Wisconsin,53212,22FMTS270111,43.091905,-87.898448
Silver City Farmers' Market Downtown,Fruit and Vegetable Markets,445230,901 N Pope ST, Silver City,Grant County,New Mexico,88061,22FMTS270174,32.774517,-108.27618
Sioux City Farmers Market,Fruit and Vegetable Markets,445230,100 Pearl Street, Sioux City,Woodbury County,Iowa,51101,22FMTS270061,42.490552,-96.408445
Sitka Farmers Market,Fruit and Vegetable Markets,445230,611 Lincoln Street, Sitka,Sitka City and Borough,Alaska,99835,22FMTS269965,57.051519,-135.32674
Smith County Farmers Market,Fruit and Vegetable Markets,445230,110 Ag. Center lane, Carthage,Smith County,Tennessee,37030,22FMTS270051,36.2233523,-85.946185
Solana Beach Farmers Market,Fruit and Vegetable Markets,445230,444 South Cedros Avenue, Solana Beach,San Diego County,California,92075,22FMTS269973,32.987194,-117.2692
Soldotna Saturday Farmers Market,Fruit and Vegetable Markets,445230,193 E. Corral Ave, Soldotna,Kenai Peninsula Borough,Alaska,99669,22FMTS270261,60.49304,-151.06758
Somerville Mobile Farmers' Market - Mystic,Fruit and Vegetable Markets,445230,530 Mystic Avenue, Somerville,Middlesex County,Massachusetts,2145,22FMTS270098,42.396251,-71.091856
Somerville Mobile Farmers' Market - North Street,Fruit and Vegetable Markets,445230,24 North Street, Somerville,Middlesex County,Massachusetts,2144,22FMTS270099,42.407206,-71.131331
Soutel Community Market,Fruit and Vegetable Markets,445230,4750 Soutel Dr, Jacksonville,Duval County,Florida,32208,22FMTS270245,30.40374,-81.72001
South Miami Farmers Market,Fruit and Vegetable Markets,445230,6130 Sunset Dr, Miami,Miami-Dade County,Florida,33143,22FMTS270077,25.704072,-80.291066
South Milwaukee Downtown Market,Fruit and Vegetable Markets,445230,11th and Milwaukee Avenues, South Milwaukee ,Milwaukee County,Wisconsin,53172,22FMTS270058,42.9107287,-87.862688
Speedway Farmers Market,Fruit and Vegetable Markets,445230,1068 Main Street, Speedway,Marion County,Indiana,46224,22FMTS270206,39.793698,-86.247542
Stones River Market,Fruit and Vegetable Markets,445230,301 Spring Street, Murfreesboro ,Rutherford County,Tennessee,37129,22FMTS270052,35.852209,-86.416062
Stow Community Farmers Market,Fruit and Vegetable Markets,445230,1567 Pilgrim Drive, Stow,Summit County,Ohio,44224,22FMTS270232,41.168794,-81.452156
Stowe Farmers' Market,Fruit and Vegetable Markets,445230,1799 Mountain Road, Stowe,Lamoille County,Vermont,5672,22FMTS270157,44.473531,-72.712004
Suffolk Farmers' Market,Fruit and Vegetable Markets,445230,524 N. Main Street, Suffolk,Suffolk city,Virginia,23434,22FMTS270108,36.737572,-76.581989
Surfside Beach Farmers Market,Fruit and Vegetable Markets,445230,Intersection of Surfside Drive and Willow Drive, Surfside Beach,Horry County,South Carolina,29575,22FMTS270040,33.6069616,-78.974364
Suttons Bay Farmers Market,Fruit and Vegetable Markets,445230,Intersection of M22 & M204, Suttons Bay,Leelanau County,Michigan,49682,22FMTS269954,44.980186,-85.647075
Tahoe City Farmers Market Thursday CFM,Fruit and Vegetable Markets,445230,400 N Lake Blvd, Tahoe City,Placer County,California,96145,22FMTS270195,39.169938,-120.14113
Terra Square Farmers Market,Fruit and Vegetable Markets,445230,3380 Chicago Dr., Hudsonville,Ottawa County,Michigan,49426,22FMTS270192,42.8677383,-85.865455
Terre Haute Farmers Market,Fruit and Vegetable Markets,445230,2800 Poplar Street, Terre Haute,Vigo County,Indiana,47803,22FMTS270078,39.464145,-87.37607
Texas Farmers' Market at Lakeline,Fruit and Vegetable Markets,445230,Lakeline Mall parking lot, Cedar Park,Williamson County,Texas,78613,22FMTS269925,30.469036,-97.806683
The Original Gresham Farmers Market,Fruit and Vegetable Markets,445230,401 NE Second St., Gresham ,Multnomah County,Oregon,97030,22FMTS270259,45.499582,-122.42697
The Territory Farmers' Market,Fruit and Vegetable Markets,445230,2000 Territory Drive, Galena,Jo Daviess County,Illinois,61036,22FMTS269914,42.404443,-90.31353
The Village Farmers Market on California Street,Fruit and Vegetable Markets,445230,625 Booth Street, Reno ,Washoe County,Nevada,89509,22FMTS270067,39.514749,-119.82764
The West River Farmers Market,Fruit and Vegetable Markets,445230,2242 N. Main St., Londonderry,Windham County,Vermont,5148,22FMTS270125,43.228259,-72.821619
The Woodland Farmers Market,Fruit and Vegetable Markets,445230,250 First Street , Woodland ,Yolo County,California,95695,22FMTS270032,38.6792311,-121.77377
The Woodland Farmers Market at Woodland Healthcare,Fruit and Vegetable Markets,445230,Corner of Cottonwood and Gibson Rd, Woodland,Yolo County,California,95695,22FMTS270033,38.663686,-121.79304
Townshend Farmers Market,Fruit and Vegetable Markets,445230,6573 Route 30, West Townshend,Windham County,Vermont,5359,22FMTS270011,43.084256,-72.711717
Twin Bridges ALL YEAR Farmers' Market,Fruit and Vegetable Markets,445230,Main Street City Park and Fairgrounds, Twin Bridges ,Madison County,Montana,59754,22FMTS270117,45.542747,-112.33373
Twin City Farmers Market,Fruit and Vegetable Markets,445230,106 Avenue A, Sterling IL,Whiteside County,Illinois,61081,22FMTS269998,41.787255,-89.697172
Union County Farm & Craft Market,Fruit and Vegetable Markets,445230,106 Lakeside Drive, Union ,Union County,South Carolina,29379,22FMTS270191,34.716023,-81.614994
Union County Farmers Market,Fruit and Vegetable Markets,445230,290 Farmers Market Way, Blairsville,Union County,Georgia,30512,22FMTS270211,34.886298,-83.950669
Union Street Farmers Market @ Celebration Pointe,Fruit and Vegetable Markets,445230,4949 Celebration Pointe Ave, Gainesville ,Alachua County,Florida,32608,22FMTS270170,29.62549,-82.39552
Uptown Greenville Umbrella Market,Fruit and Vegetable Markets,445230,Fifth Street and Evans Street, Greenville,Pitt County,North Carolina,27858,22FMTS269943,35.611005,-77.373338
Urbana Farmers' Market,Fruit and Vegetable Markets,445230,102 Capitol Ave, Urbana,Benton County,Iowa,52345,22FMTS270182,42.223981,-91.873662
