Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Phone,Website,UniqueID
"Custom Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,211 Caillavet St,Biloxi,Harrison,MS,39530,2283748122,,22RWDS270113
"Customized Distribution Services, Inc.",Refrigerated Warehousing and Storage,493120,8400 Industrial Blvd,Breinigsville,Lehigh,PA,18031,6103360500,www.cdslogistics.com,22RWDS270453
Cuyler Leonard H,Refrigerated Warehousing and Storage,493120,844 S Leonard Ave,Sanger,Fresno,CA,93657,5596967719,,22RWDS270456
Daeffler's Quality Meats Inc,Refrigerated Warehousing and Storage,493120,315 Oak St W,Frederic,Polk,WI,54837,7153274456,,22RWDS270225
Davis Insulated Building Inc,Refrigerated Warehousing and Storage,493120,300 SW A St,Stigler,Haskell,OK,74462,9189672042,www.davisbuildings.com,22RWDS270211
"Dela, Inc.",Refrigerated Warehousing and Storage,493120,9635 Heinrich Hertz Dr # 1,San Diego,San Diego,CA,92154,6195919359,,22RWDS270485
"Delaware Avenue Enterprises, Inc.",Refrigerated Warehousing and Storage,493120,3301 S Columbus Blvd,Philadelphia,Philadelphia,PA,19148,2155512600,www.holtlogistics.com,22RWDS270239
Delmart Cold Storage,Refrigerated Warehousing and Storage,493120,33342 Dresser Ave,Bakersfield,Kern,CA,93308,6613918191,www.topbrassmarketing.com,22RWDS270242
Delmart Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,30988 Riverside Ave,Shafter,Kern,CA,93263,6617462148,www.topbrassmarketing.com,22RWDS270220
Delphos Food Lockers Inc,Refrigerated Warehousing and Storage,493120,528 N Washington St,Delphos,Allen,OH,45833,,www.delphosherald.com,22RWDS270349
Dennis McWells,Refrigerated Warehousing and Storage,493120,4616 Main St,Denair,Stanislaus,CA,95316,2096325141,,22RWDS270311
Dennison Meat Lockers LLC,Refrigerated Warehousing and Storage,493120,109 375th Street Way,Dennison,Goodhue,MN,55018,5076458734,www.dennisonmeatlocker.com,22RWDS269956
"Des Moines Cold Storage Co., Inc.",Refrigerated Warehousing and Storage,493120,3805 Vandalia Rd,Des Moines,Polk,IA,50317,5156974700,www.dmcoldstorage.com,22RWDS270259
Dnata Perishable Center,Refrigerated Warehousing and Storage,493120,19577 Lee Rd Ste 200,Humble,Harris,TX,77338,2816452140,,22RWDS270088
Dole Fresh Fruit Company,Refrigerated Warehousing and Storage,493120,5351 Rd 236,Ducor,Tulare,CA,93218,,www.dole.com,22RWDS270352
Donato Farms Inc,Refrigerated Warehousing and Storage,493120,2036 Route 44 55,Modena,Ulster,NY,12548,8458837037,,22RWDS270106
Don's Lockers LLC,Refrigerated Warehousing and Storage,493120,2004 E Irvington Rd,Tucson,Pima,AZ,85714,5208881337,,22RWDS270099
"E Street Cold Logistics, LLC",Refrigerated Warehousing and Storage,493120,301 S Neptune Ave,Wilmington,Los Angeles,CA,90744,,www.kpaccoldstorage.com,22RWDS270212
"E Street Cold Logistics, LLC",Refrigerated Warehousing and Storage,493120,901 E E St,Wilmington,Los Angeles,CA,90744,3102337300,www.kpaccoldstorage.com,22RWDS270467
"E.J. Dairy Marketing, Inc.",Refrigerated Warehousing and Storage,493120,500 River Rd,Mosinee,Marathon,WI,54455,7156936662,www.ejdairymarketing.com,22RWDS270330
Earth Locker,Refrigerated Warehousing and Storage,493120,Main St Hwy 70,Earth,Lamb,TX,79031,8062573393,,22RWDS270493
Eastern Market Cold Storage Co,Refrigerated Warehousing and Storage,493120,2531 Riopelle St,Detroit,Wayne,MI,48207,,www.easternmarket.org,22RWDS270175
Eastern Pro Pak L.L.C.,Refrigerated Warehousing and Storage,493120,800 Ellis Mill Rd Ste C,Glassboro,Gloucester,NJ,08028,8568813553,www.easternpropak.biz,22RWDS270445
Eugene Freezing & Storage Co.,Refrigerated Warehousing and Storage,493120,310 Seneca Rd,Eugene,Lane,OR,97402,5413431694,www.snotemp.com,22RWDS270222
Eugene Freezing & Storage Co.,Refrigerated Warehousing and Storage,493120,3815 Marion St SE,Albany,Linn,OR,97322,5419285755,www.snotemp.com,22RWDS270260
Eurofreezer Corp.,Refrigerated Warehousing and Storage,493120,4400 E 10th CT,Hialeah,Miami-Dade,FL,33013,3053925555,www.eurofreezer.com,22RWDS270301
"Evergreen Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,9102 S Cage Blvd,Pharr,Hidalgo,TX,78577,9567839029,www.evergreencold.com,22RWDS270473
Exel Inc.,Refrigerated Warehousing and Storage,493120,9414 Clay Rd,Houston,Harris,TX,77080,,www.dhl.com,22RWDS270477
Express Cold Storage Inc,Refrigerated Warehousing and Storage,493120,4606 4th Ave S,Seattle,King,WA,98134,,www.expresscoldstorage.com,22RWDS270310
Fairmont Refrigerated Service Co,Refrigerated Warehousing and Storage,493120,1400 E 8th St,Fairmont,Martin,MN,56031,5072384211,www.fairmont.org,22RWDS270018
Farmers Storage Co Inc,Refrigerated Warehousing and Storage,493120,6032 Joyfield Rd,Frankfort,Benzie,MI,49635,2318824421,,22RWDS270376
Father & Son Storage Whse.,Refrigerated Warehousing and Storage,493120,4173 Ne 80th Ave,Okeechobee,Okeechobee,FL,34972,8634670055,,22RWDS270288
Florida Fur Cold Storage & Cleaning Inc,Refrigerated Warehousing and Storage,493120,2810 Larranaga Dr,Lady Lake,Sumter,FL,32162,7278223653,,22RWDS270197
Foley Locker,Refrigerated Warehousing and Storage,493120,270 4th Ave N,Foley,Benton,MN,56329,3209687267,www.grandchampionmeats.com,22RWDS270189
Food Locker Service Inc,Refrigerated Warehousing and Storage,493120,504 N Main St,Holstein,Ida,IA,51025,7123684621,www.tqmeats.com,22RWDS270337
Fountain Inn Frozen Food Plant Inc,Refrigerated Warehousing and Storage,493120,11 Glen Willow CT,Greer,Greenville,SC,29650,8648623582,www.fountaininn.com,22RWDS269960
"Freedom Fresh, LLC",Refrigerated Warehousing and Storage,493120,11001 NW 124th St Ste 100,Medley,Miami-Dade,FL,33178,3057155700,www.freedomfresh.com,22RWDS269965
Freezer's Mobile Dj Service LLC,Refrigerated Warehousing and Storage,493120,26628 W Allison Dr,Channahon,Will,IL,60410,8154830080,www.freezersmobiledj.com,22RWDS270188
Frema USA Inc,Refrigerated Warehousing and Storage,493120,10502 Interstate 35,Laredo,Webb,TX,78045,9567533646,,22RWDS269946
"Fresh Mark, Inc.",Refrigerated Warehousing and Storage,493120,950 Cloverleaf St SE,Massillon,Stark,OH,44646,3308339870,www.freshmark.com,22RWDS270480
"Frez-N-Stor, Inc.",Refrigerated Warehousing and Storage,493120,610 Porter Ave,Springdale,Washington,AR,72764,4797503298,www.fnscold.com,22RWDS270381
Frigid Freeze,Refrigerated Warehousing and Storage,493120,149 Walnut Ln,Riegelsville,Bucks,PA,18077,6107492483,,22RWDS270034
Frozen Food Lockers,Refrigerated Warehousing and Storage,493120,604 Rose Ave,Wshngtn CT Hs,Fayette,OH,43160,7403356650,www.morrisfrozenfoodlocker.com,22RWDS270377
Fulton Market Cold Storage Co LLC,Refrigerated Warehousing and Storage,493120,8424 47th St,Lyons,Cook,IL,60534,3127389330,,22RWDS270454
Fussell's Frozen Food Inc,Refrigerated Warehousing and Storage,493120,6548 Wuthrich Ave N,Arcadia,DeSoto,FL,34266,8634942112,www.fussell-s-frozen-food-inc.hub.biz,22RWDS270397
"Fwprw, LLC",Refrigerated Warehousing and Storage,493120,1101 Ne 23rd St,Fort Worth,Tarrant,TX,76164,8175460912,www.premierrefrigerated.com,22RWDS269966
"Garden State Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,474 Wilson Ave Ste 7,Newark,Essex,NJ,07105,9732702653,www.gscoldstorage.com,22RWDS270317
Garden State Cold Storage-Carteret LLC,Refrigerated Warehousing and Storage,493120,580 Port Carteret Dr,Carteret,Middlesex,NJ,07008,9732702653,www.gscoldstorage.com,22RWDS270368
"Gardner Trucking, LLC",Refrigerated Warehousing and Storage,493120,7502 State Hwy 13 E,Pittsville,Wood,WI,54466,7158842651,,22RWDS270429
Gary F. Lyons and Associates,Refrigerated Warehousing and Storage,493120,2510 N Grand Ave Ste 112,Santa Ana,Orange,CA,92705,7145383177,www.zerotempcoldstorage.com,22RWDS270170
Georgia Cold Storage Co.,Refrigerated Warehousing and Storage,493120,193 Basket Factory Dr,Americus,Sumter,GA,31709,2299246136,www.gulfstatescs.com,22RWDS270084
Gimme Shelter Inc,Refrigerated Warehousing and Storage,493120,130 S Church St,Smithfield,Isle of Wight,VA,23430,,,22RWDS270003
Gloucester Cold Storage Inc.,Refrigerated Warehousing and Storage,493120,159 E Main St,Gloucester,Essex,MA,01930,,www.capeseafoods.com,22RWDS270046
Golden Pacific Cold Storage LLC,Refrigerated Warehousing and Storage,493120,100 3rd St,Exeter,Tulare,CA,93221,5595922146,,22RWDS269919
Golden Sea Company,Refrigerated Warehousing and Storage,493120,9630 Clarewood Dr Ste B5,Houston,Harris,TX,77036,7137792399,,22RWDS270484
Golden Sierra Cold Storage LLC,Refrigerated Warehousing and Storage,493120,12582 Avenue 384,Cutler,Tulare,CA,93615,5595286901,,22RWDS270000
Good Harvest LLC,Refrigerated Warehousing and Storage,493120,188 E Garvey Ave,Monterey Park,Los Angeles,CA,91755,,,22RWDS270078
Gorbett Enterprises of Solon Inc,Refrigerated Warehousing and Storage,493120,263 W Kensinger Dr,Cranberry Township,Butler,PA,16066,7247420201,www.glcsinc.com,22RWDS270185
Gorbett Enterprises of Solon Inc,Refrigerated Warehousing and Storage,493120,6531 Cochran Rd,Solon,Cuyahoga,OH,44139,4402483950,www.glcsinc.com,22RWDS270396
"Grand Cru, LLC",Refrigerated Warehousing and Storage,493120,3607 La Habra Way,Sacramento,Sacramento,CA,95864,9164838398,www.grandcru.ws,22RWDS270252
Green County Locker,Refrigerated Warehousing and Storage,493120,512 18th Ave,Monroe,Green,WI,53566,6083253456,,22RWDS270339
"Gress Poultry, Inc.",Refrigerated Warehousing and Storage,493120,992 N South Rd,Scranton,Lackawanna,PA,18504,5703467607,www.gresscold.com,22RWDS270491
Growers' Refrigeration Company,Refrigerated Warehousing and Storage,493120,2050 Galvez Ave,San Francisco,San Francisco,CA,94124,4156478383,www.sfbaycoldstorage.com,22RWDS270108
Gulf Producers Inc,Refrigerated Warehousing and Storage,493120,2001 Palm Blvd,Brownsville,Cameron,TX,78520,,,22RWDS270098
Gulf States Cold Storage Co.,Refrigerated Warehousing and Storage,493120,106 Eli Whitney Blvd,Savannah,Chatham,GA,31408,9125080739,www.gulfstatescs.com,22RWDS269948
"H & F Logistics, LLC",Refrigerated Warehousing and Storage,493120,9307 E 56th St,Indianapolis,Marion,IN,46216,3178134845,www.hflog.com,22RWDS270476
H & H Orchard,Refrigerated Warehousing and Storage,493120,9073 Deadman Hill Rd,Cashmere,Chelan,WA,98815,5097823018,,22RWDS270470
"Hall Street Cold Storage Warehouses, Inc.",Refrigerated Warehousing and Storage,493120,12 Hall St Ste 38,Brooklyn,Kings,NY,11205,7188553636,www.hallstreetstorage.com,22RWDS269981
Hall Street Storage LLC,Refrigerated Warehousing and Storage,493120,4 Hall St 46,Brooklyn,Kings,NY,11205,7188553636,www.hallstreetstorage.com,22RWDS270265
Hammond/Mercantile Cold Storage Corp.,Refrigerated Warehousing and Storage,493120,1800 W Hawthorne Ln,West Chicago,DuPage,IL,60185,6308762611,www.dcpsmd.org,22RWDS270075
Hansen's Meat Market Ltd,Refrigerated Warehousing and Storage,493120,412 Main St,Lost Nation,Clinton,IA,52254,5636782320,,22RWDS270287
Hanson Cold Storage Co.,Refrigerated Warehousing and Storage,493120,1151 S Griswold St,Hart,Oceana,MI,49420,2318732178,www.hansonlogistics.com,22RWDS269977
Hanson Cold Storage Co.,Refrigerated Warehousing and Storage,493120,2150 S County Road 125 W,Logansport,Cass,IN,46947,5747530424,www.hansonlogistics.com,22RWDS270122
Hanson Cold Storage Co.,Refrigerated Warehousing and Storage,493120,2201 Northwind Pkwy,Hobart,Lake,IN,46342,2199424813,www.hansonlogistics.com,22RWDS270132
Hanson Cold Storage Co.,Refrigerated Warehousing and Storage,493120,440 Renaissance Dr,Saint Joseph,Berrien,MI,49085,2699821390,www.hansonlogistics.com,22RWDS270299
Hanson Logistics,Refrigerated Warehousing and Storage,493120,61834 Red Arrow Hwy,Hartford,Van Buren,MI,49057,2696213118,,22RWDS270384
Hanson's Meat Processing and Sales Inc,Refrigerated Warehousing and Storage,493120,501 Young St,Jesup,Buchanan,IA,50648,3198271234,,22RWDS270333
Harborside Refrigerated,Refrigerated Warehousing and Storage,493120,8671 Lone Star Rd,San Diego,San Diego,CA,92154,6197102491,,22RWDS270460
"Hennecold Storage, Inc",Refrigerated Warehousing and Storage,493120,1601 N 50th St,Tampa,Hillsborough,FL,33619,,www.hcsatl.com,22RWDS270052
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,17400 Ne Sacramento St,Portland,Multnomah,OR,97230,5032562525,www.henningsen.com,22RWDS270073
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,19450 Ne San Rafael St,Portland,Multnomah,OR,97230,5034892995,www.henningsen.com,22RWDS270086
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,2025 Saint St,Richland,Benton,WA,99354,5093750463,www.henningsen.com,22RWDS270104
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,21435 NW Cherry Ln,Hillsboro,Washington,OR,97124,5035315400,www.henningsen.com,22RWDS270121
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,2320 Madrona Ave SE,Salem,Marion,OR,97302,5034850720,www.henningsen.com,22RWDS270147
"Henningsen Cold Storage Co., LLC",Refrigerated Warehousing and Storage,493120,98 Stover Rd,Grandview,Yakima,WA,98930,5095782000,www.henningsen.com,22RWDS270488
Henry A Duelm Jr,Refrigerated Warehousing and Storage,493120,704 Goss Rd,Westlake,Calcasieu,LA,70669,3374362635,,22RWDS270414
High Track LLC,Refrigerated Warehousing and Storage,493120,3201 Progress Rd,Madison,Dane,WI,53716,6084420999,,22RWDS270232
"High Track Trucking, LLC",Refrigerated Warehousing and Storage,493120,305 Scott Dr,Clinton,Rock,WI,53525,,,22RWDS270218
Holley Cold Storage Fruit & Produce Co Inc,Refrigerated Warehousing and Storage,493120,16677 Route 31,Holley,Orleans,NY,14470,5856386393,www.cwcoldstorage.com,22RWDS270067
Hollins Cold Storage LLC,Refrigerated Warehousing and Storage,493120,340 Echowood Ln,Hardy,Franklin,VA,24101,,,22RWDS270244
Hollister Cold Storage Co,Refrigerated Warehousing and Storage,493120,320 Hillcrest Rd,Hollister,San Benito,CA,95023,8316378800,www.coldstoragecrossfit.com,22RWDS270230
"H-T Warehousing & Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,227 Air Park Dr,London,Laurel,KY,40744,6068772537,www.htwarehousing.com,22RWDS270139
Hub Bag,Refrigerated Warehousing and Storage,493120,1506 Columbia Ave,Friona,Parmer,TX,79035,8062503181,,22RWDS270039
"Ice Cold Beer Here, LLC",Refrigerated Warehousing and Storage,493120,501 W Harford St,Milford,Pike,PA,18337,5702968500,www.craftbeerstoremilford.com,22RWDS270332
Ice Cold Enterprises of Iowa L,Refrigerated Warehousing and Storage,493120,2626 Crystal Creek Dr,Davenport,Scott,IA,52804,8885080889,www.iceofiowa.com,22RWDS270183
Ice Cold New York Inc.,Refrigerated Warehousing and Storage,493120,109 Montgomery Ave # 102,Scarsdale,Westchester,NY,10583,9147257777,,22RWDS269957
"Ice Cold Pitcher Services, LLC",Refrigerated Warehousing and Storage,493120,2650 Harbins Mill Dr,Dacula,Gwinnett,GA,30019,6782428120,,22RWDS270187
Ice Cold Products,Refrigerated Warehousing and Storage,493120,100 Frontier Way,Bensenville,DuPage,IL,60106,6308600375,www.icecoldproducts.com,22RWDS269921
Ice Cold Storage Inc,Refrigerated Warehousing and Storage,493120,3840 Civic Center Dr A,North Las Vegas,Clark,NV,89030,7023803038,www.icecoldstorage.com,22RWDS270261
Ice Cold Tickets Inc,Refrigerated Warehousing and Storage,493120,7590 Fay Ave Ste 406,La Jolla,San Diego,CA,92037,5183386364,,22RWDS270433
"Ice Cold Ventures, LLC",Refrigerated Warehousing and Storage,493120,9019 Tuscan Hills Dr,San Antonio,Comal,TX,78266,2104126235,,22RWDS270468
Ice Cube Art,Refrigerated Warehousing and Storage,493120,6013 Eleanor Dr,Tampa,Hillsborough,FL,33634,8138855576,,22RWDS270374
Ice King & Cold Storage Inc,Refrigerated Warehousing and Storage,493120,4045 State Route 33,Neptune,Monmouth,NJ,07753,7329220852,www.icekingandcoldstorage.com,22RWDS270283
Ics Logistics Inc.,Refrigerated Warehousing and Storage,493120,1505 Dennis St,Jacksonville,Duval,FL,32204,,,22RWDS270038
Imagine Enterprises,Refrigerated Warehousing and Storage,493120,1624 Cloud Springs Rd,Rossville,Walker,GA,30741,7068614000,,22RWDS270057
Impac Logistic Services LLC,Refrigerated Warehousing and Storage,493120,1 American Way Ste 1 # 1,Secaucus,Hudson,NJ,07094,2016177777,www.idsgroup.com,22RWDS269912
"Industrial Fuels, LLC",Refrigerated Warehousing and Storage,493120,2625 W 5th St,Jacksonville,Duval,FL,32254,9047868038,,22RWDS270182
Inland Cold Storage,Refrigerated Warehousing and Storage,493120,280 De Berry St,Colton,San Bernardino,CA,92324,9098726060,,22RWDS270196
"Innovative Cold Storage Enterprises, Inc.",Refrigerated Warehousing and Storage,493120,7350 Britannia CT,San Diego,San Diego,CA,92154,6196719933,www.innovativecold.com,22RWDS270425
"Integrated Global Solutions, LLC",Refrigerated Warehousing and Storage,493120,14108 Holly Springs Dr,Huntersville,Mecklenburg,NC,28078,,,22RWDS270022
"Inter Cities Cold Storage, Inc",Refrigerated Warehousing and Storage,493120,1075 Oak St,Pittston,Luzerne,PA,18640,5706546971,www.rlslogistics.com,22RWDS269953
Interchange Group,Refrigerated Warehousing and Storage,493120,4660 Early Rd,Mount Crawford,Rockingham,VA,22841,,www.interchangeco.com,22RWDS270314
Interstate Cold Storage Distribution Services Inc,Refrigerated Warehousing and Storage,493120,2400 Setterlin Dr,Columbus,Franklin,OH,43228,6147716700,www.interstatecoldstorage.com,22RWDS270158
Interstate Cold Storage Distribution Services Inc,Refrigerated Warehousing and Storage,493120,4410 New Haven Ave,Fort Wayne,Allen,IN,46803,2604282570,www.interstatecoldstorage.com,22RWDS270302
"Interstate Warehousing of Virginia, L.L.C.",Refrigerated Warehousing and Storage,493120,121 Harwood Dr,Newport News,Newport News city,VA,23603,7578878100,www.tippmanngroup.com,22RWDS269990
J D J Inc,Refrigerated Warehousing and Storage,493120,9415 Burtis St,South Gate,Los Angeles,CA,90280,5628062445,www.kpaccoldstorage.com,22RWDS270478
J M Davis Inc,Refrigerated Warehousing and Storage,493120,4008 Commerce St Ste 100,Dallas,Dallas,TX,75226,2148238171,www.texasicehouse.com,22RWDS270276
Ja Mar Inc,Refrigerated Warehousing and Storage,493120,337 Moore Ave,Suffolk,Suffolk city,VA,23434,7575398738,www.mar-ja.com,22RWDS270243
"Jackson Frozen Food Locker, Inc.",Refrigerated Warehousing and Storage,493120,400 S High St,Jackson,Cape Girardeau,MO,63755,5732434107,www.askthemeatman.com,22RWDS270271
Jay-D Cold Storage Co,Refrigerated Warehousing and Storage,493120,8830 SE Herbert CT,Clackamas,Clackamas,OR,97015,5036552626,www.jdrefrigerated.com,22RWDS270463
Jean & Jerry Inc,Refrigerated Warehousing and Storage,493120,10909 Highway 59 W,Burlison,Tipton,TN,38015,9014752990,,22RWDS269959
"Jerich Usa, Inc.",Refrigerated Warehousing and Storage,493120,285 Ridge Rd Ste 1,Dayton,Middlesex,NJ,08810,3107357170,www.jerich.com,22RWDS270201
Jernick Moving and Storage,Refrigerated Warehousing and Storage,493120,170 Moores Ln N,Greenport,Suffolk,NY,11944,6314770884,www.jernickmoving.com,22RWDS270071
Jimmy Ice Cream Warehouse,Refrigerated Warehousing and Storage,493120,3951 S H St Ste B,Bakersfield,Kern,CA,93304,6613961100,,22RWDS270264
"John I. Haas, Inc.",Refrigerated Warehousing and Storage,493120,3421 2nd St,Hubbard,Marion,OR,97032,5039823311,www.johnihaas.com,22RWDS270245
John Wayne Inc,Refrigerated Warehousing and Storage,493120,110 E Oneida St,Portage,Columbia,WI,53901,6087426540,,22RWDS269962
John's Butcher Shop,Refrigerated Warehousing and Storage,493120,158 N Main St,Nappanee,Elkhart,IN,46550,5747734632,www.johnsbutchershop.com,22RWDS270044
Just Ice Cold Air LLC,Refrigerated Warehousing and Storage,493120,2577 SW Savage Blvd,Port St Lucie,St. Lucie,FL,34953,8104413000,www.justicecoldair.com,22RWDS270177
"K. M. Davies Co., Inc.",Refrigerated Warehousing and Storage,493120,6509 Lake Ave,Williamson,Wayne,NY,14589,3155894811,www.kmdavies.com,22RWDS270394
"Kane Is Able, Inc.",Refrigerated Warehousing and Storage,493120,740 Pro Logis Pkwy,Romeoville,Will,IL,60446,8158867800,www.kaneisable.com,22RWDS270426
"Kane Warehousing, Inc.",Refrigerated Warehousing and Storage,493120,3 Stauffer Industrial Par,Scranton,Lackawanna,PA,18517,5703449801,www.kaneisable.com,22RWDS270210
Kansas City Cold Storage Corporation,Refrigerated Warehousing and Storage,493120,8201 E 23rd St,Kansas City,Jackson,MO,64129,8162220065,www.kccoldstorage.com,22RWDS270449
"Kenyon Zero Storage, Inc.",Refrigerated Warehousing and Storage,493120,250 Grandridge Rd,Grandview,Yakima,WA,98930,5098821103,www.kenyonzero.com,22RWDS270166
"Kern Ice & Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,120 30th St,Bakersfield,Kern,CA,93301,6613241911,www.kerniceandcoldstoragellc.com,22RWDS269982
Kershaw Fruit & Cold Storage,Refrigerated Warehousing and Storage,493120,151 Low Rd,Yakima,Yakima,WA,98908,5099665230,www.kershawfruit.com,22RWDS270040
"Keystone Cold, L.L.C.",Refrigerated Warehousing and Storage,493120,9801 Keystone,Pharr,Hidalgo,TX,78577,9568431900,www.keystonecold.com,22RWDS270489
Kloppenberg Investment Company,Refrigerated Warehousing and Storage,493120,22627 W Oxford Ave,Englewood,Arapahoe,CO,80110,3037611615,www.kloppenberg.com,22RWDS270138
Km Brrr Inc,Refrigerated Warehousing and Storage,493120,1042 Parsonage Rd,Bridgeton,Cumberland,NJ,08302,8564550031,www.kmtbrrr.com,22RWDS269943
Kmk Sales,Refrigerated Warehousing and Storage,493120,317 Saint Anthony St,Mount Calvary,Fond du Lac,WI,53057,9207532410,,22RWDS270228
Kruck's Transport LLC,Refrigerated Warehousing and Storage,493120,105 Wickfield Dr,Sanford,Lee,NC,27330,9197709413,,22RWDS269944
"Laack Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,6375 County Rd N,Arpin,Wood,WI,54410,,www.laackcoldstorage.com,22RWDS270390
Ladoga Frozen Foods & Locker Service,Refrigerated Warehousing and Storage,493120,237 S Washington St,Ladoga,Montgomery,IN,47954,7659422225,,22RWDS270152
"Langley Foods, Inc.",Refrigerated Warehousing and Storage,493120,256 Midland Trl,Mount Sterling,Montgomery,KY,40353,8594980660,www.langleyfoodsinc.com,22RWDS270176
Lawrence Freezer Corp,Refrigerated Warehousing and Storage,493120,224 Michigan St,Lawrence,Van Buren,MI,49064,2696748916,www.lawrencemi.org,22RWDS270137
Lcubed Corporation Ldcm,Refrigerated Warehousing and Storage,493120,1611 N Binkley Rd,Larwill,Whitley,IN,46764,2603273996,,22RWDS270054
"Levi Properties, LLP",Refrigerated Warehousing and Storage,493120,1924 8th St NW,Minot,Ward,ND,58703,7018525738,,22RWDS270083
Lime Springs Locker Service,Refrigerated Warehousing and Storage,493120,1532 Noble Ave,Lime Springs,Howard,IA,52155,,www.limesprings.lib.ia.us,22RWDS270043
Lineage,Refrigerated Warehousing and Storage,493120,4001 W Ursula Ave,McAllen,Hidalgo,TX,78503,,,22RWDS270275
"Lineage Foodservice Solutions, LLC",Refrigerated Warehousing and Storage,493120,2 Grant St,Binghamton,Broome,NY,13904,,www.maines.net,22RWDS270091
Lineage Logistics,Refrigerated Warehousing and Storage,493120,2523 Edward Babe Gmez Ave,Omaha,Douglas,NE,68107,,www.lineagelogistics.com,22RWDS270171
"Lineage Logistics Afs, LLC",Refrigerated Warehousing and Storage,493120,2501 Broadway St,Cheektowaga,Erie,NY,14227,7168944000,www.alliedfrozenstorage.com,22RWDS270169
"Lineage Logistics Afs, LLC",Refrigerated Warehousing and Storage,493120,260 State St,Brockport,Monroe,NY,14420,5856373166,www.alliedfrozenstorage.com,22RWDS270178
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,1 Park Plz Ste 550,Irvine,Orange,CA,92614,8006787271,www.lineagelogistics.com,22RWDS269915
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,101 Progress Dr,Rincon,Effingham,GA,31326,9127541706,www.lineagelogistics.com,22RWDS269929
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,1023 Worth St,Albany,Dougherty,GA,31705,2294398080,www.lineagelogistics.com,22RWDS269938
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,13550a Valley Blvd,Fontana,San Bernardino,CA,92335,9093493699,www.lineagelogistics.com,22RWDS270017
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,1650 E Madison Ave,Des Moines,Polk,IA,50313,5152659861,www.lineagelogistics.com,22RWDS270061
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,2302 Milwaukee Way,Tacoma,Pierce,WA,98421,2532720900,www.lineagelogistics.com,22RWDS270144
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,2323 Port Road A,Stockton,San Joaquin,CA,95203,2099422323,www.lineagelogistics.com,22RWDS270148
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,235 NW Industrial Blvd,Macon,Bibb,GA,31216,4787816565,www.lineagelogistics.com,22RWDS270150
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,2900 Cofer Rd,Richmond,Richmond city,VA,23224,8042321266,www.lineagelogistics.com,22RWDS270204
"Lineage Logistics Holdings, LLC",Refrigerated Warehousing and Storage,493120,3030 E Parkway Dr,Decatur,Macon,IL,62526,2174293106,www.lineagelogistics.com,22RWDS270215
"Lineage Logistics Icm, LLC",Refrigerated Warehousing and Storage,493120,2323 Porter Way,Stockton,San Joaquin,CA,95207,8006787271,www.lineagelogistics.com,22RWDS270149
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,1 Commercial St,Sharon,Norfolk,MA,02067,7817848399,,22RWDS269913
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,100 Polar St,Jersey City,Hudson,NJ,07305,2019153800,www.preferredfreezer.com,22RWDS269924
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,10585 Red Bluff Rd,Pasadena,Harris,TX,77507,2812919100,,22RWDS269947
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,200 Polar St,Jersey City,Hudson,NJ,07305,2019153800,www.preferredfreezer.com,22RWDS270095
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,200 Polar Way,Lincoln Park,Morris,NJ,07035,2013956400,www.preferredfreezer.com,22RWDS270096
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,2500 S Damen Ave,Chicago,Cook,IL,60608,7738471800,www.preferredfreezer.com,22RWDS270168
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,360 Avenue P,Newark,Essex,NJ,07105,9738204040,www.preferredfreezer.com,22RWDS270251
