Name,NAICS_Code_Description,NAICS_Code,Address,City,State,County,Zip Code,Phone,Website,ExcessFood_TonYear_Lowest,ExcessFood_TonYear_Highest,Unique ID,Latitude,Longitude
BROOKS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1003 HOLLOWAY DRIVE,QUITMAN,GA,BROOKS,31643,(229) 263-8153,http://www.brookscountyga.us/#departments,,,CF4874,30.78805949,-83.54626363
BROOKSVILLE ACADEMY,CORRECTIONAL INSTITUTIONS,922140,201 CULBREATH ROAD,BROOKSVILLE,FL,HERNANDO,34602,(352) 799-5621,http://www.djj.state.fl.us/programs-facilities/residential-facilities,9.31,15.33,CF1182,28.437282,-82.375254
BROOKWOOD SECURE CENTER,CORRECTIONAL INSTITUTIONS,922140,419 SPOOK ROCK RD,CLAVERACK,NY,COLUMBIA,12513,(518) 851-3211,https://ocfs.ny.gov/main/rehab/regionalListingDetail.asp?ID=5,24.04,39.60,CF2196,42.211539,-73.7576415
BROOME COUNTY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,155 LT. VANWINKLE DRIVE,BINGHAMTON,NY,BROOME,13905,(607) 778-1911,http://www.gobroomecounty.com/sheriff/corrections,83.15,136.95,CF3393,42.134373,-75.917835
BROOMFIELD DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,11600 RIDGE PKWY,BROOMFIELD,CO,BROOMFIELD,80021,(720) 887-2000,https://www.broomfield.org/299/Detention-Center,33.82,55.70,CF2543,39.907854,-105.1482735
BROWARD COUNTY MAIN JAIL,CORRECTIONAL INSTITUTIONS,922140,555 SE 1ST AVE,FT. LAUDERDALE,FL,BROWARD,33301,(954) 831-5900,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,238.58,392.96,CF4338,26.11538986,-80.1427588
BROWARD JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,222 NW 22ND AVE,FT. LAUDERDALE,FL,BROWARD,33311,(954) 467-4563,http://www.djj.state.fl.us/programs-facilities/detention-centers,15.82,26.06,CF1718,26.125623,-80.1734085
BROWARD TRANSITIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,3900 N POWERLINE RD,POMPANO BEACH,FL,BROWARD,33073,(954) 973-4485,https://www.geogroup.com/Locations,108.59,178.85,CF3610,26.27776376,-80.15209637
BROWARD YOUTH TREATMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,8301 SOUTH PALM DRIVE,PEMBROKE PINES,FL,BROWARD,33025,(954) 962-1088,http://www.djj.state.fl.us/programs-facilities/residential-facilities,4.34,7.15,CF553,25.9975659,-80.25216345
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,142 WEST 4TH STREET,AINSWORTH,NE,BROWN,69210,(402) 387-1440,https://browncounty.ne.gov/webpages/sheriff/sheriff.html,1.24,2.04,CF4876,42.54998077,-99.86383223
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,709 UTAH ST,HIAWATHA,KS,BROWN,66434,(785) 742-7125,https://www.brownso.org/,7.76,12.78,CF1033,39.851496,-95.53842
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,15 SOUTH WASHINGTON STREET,NEW ULM,MN,BROWN,56073,(507) 233-6775,http://www.co.brown.mn.us/sheriff-information,8.69,14.31,CF1130,44.3110914,-94.46293893
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,3030 CURRY LANE,GREEN BAY,WI,BROWN,54311,(920) 448-4250,https://www.browncountywi.gov/government/sheriffs-office-jail-division/general-information/,,,CF64,44.522055,-87.931638
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,55 E STATE RD 46,NASHVILLE,IN,BROWN,47448,(812) 988-6655,http://browncountyinsheriff.net/,,,CF4877,39.202263,-86.244039
BROWN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,750 MOUNT ORAB PIKE,GEORGETOWN,OH,BROWN,45121,(937) 378-4435,https://www.browncountyohiosheriff.us/,,,CF4875,38.875041,-83.901402
BROWN COUNTY JAIL / JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,22 SE COURT ST,ABERDEEN,SD,BROWN,57401,(605) 626-7100,http://www.brown.sd.us/sheriffs-office/home,7.45,12.26,CF966,45.46487658,-98.4860358
BROWN COUNTY JAIL / LAW ENFORCEMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,1050 W COMMERCE,BROWNWOOD,TX,BROWN,76801,(325) 641-2481,,30.40,50.08,CF2415,31.725189,-99.0040185
BROWN COUNTY WORK RELEASE CENTER,CORRECTIONAL INSTITUTIONS,922140,125 S ADAMS ST,GREEN BAY,WI,BROWN,54301,(920) 448-4250,https://www.browncountywi.gov/government/sheriffs-office-jail-division/huberelectronic-monitoring/,,,CF4878,44.512992,-88.0149375
BROWNSTONE WORK RELEASE,CORRECTIONAL INSTITUTIONS,922140,223 S BROWNE ST,SPOKANE,WA,SPOKANE,99201,(509) 381-6220,https://www.doc.wa.gov/corrections/incarceration/work-release/locations.htm#brownstone,12.41,20.44,CF1440,47.653794,-117.413163
BROWNSVILLE CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,600 EAST JACKSON STREET,BROWNSVILLE,TX,CAMERON,78520,(956) 548-7000,http://www.brownsvillepd.com/,,,CF4879,25.907877,-97.4983545
BROWNWOOD HALFWAY HOUSE,CORRECTIONAL INSTITUTIONS,922140,910 FM 3254,BROWNWOOD,TX,BROWN,76801,(325) 641-6442,http://www.tjjd.texas.gov/programs/facilities_list.aspx,1.55,2.56,CF103,31.71408276,-99.00549855
BRUCE NORMILE JUVENILE JUSTICE CENTER,CORRECTIONAL INSTITUTIONS,922140,1400 SOUTH BOUNDARY STREET,KIRKSVILLE,MO,ADAIR,63501,(660) 665-4224,http://www.juvenilecircuit2.org/,2.48,4.09,CF235,40.184892,-92.596662
BRULE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,201 W KELLAM AVE,CHAMBERLAIN,SD,BRULE,57325,(605) 234-4443,http://brcounty.qwestoffice.net/,3.10,5.11,CF320,43.80810857,-99.33361802
BRUNSWICK COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,70 STAMP ACT DR,BOLIVIA,NC,BRUNSWICK,28422,(910) 253-2760,http://www.brunswicksheriff.com/detention-center,68.88,113.44,CF3220,34.05823793,-78.16430766
BRUNSWICK COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,120 E HICKS ST,LAWRENCEVILLE,VA,BRUNSWICK,23868,(434) 848-3133,http://www.brunswickso.org/,9.31,15.33,CF1183,36.757467,-77.845878
BRUNSWICK WORK CENTER,CORRECTIONAL INSTITUTIONS,922140,1147 PLANTERS RD,LAWRENCEVILLE,VA,BRUNSWICK,23868,(434) 848-4131,https://vadoc.virginia.gov/facilities/,31.03,51.10,CF2433,36.776736,-77.8206735
BRYAN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,95 PUBLIC SAFETY WAY,PEMBROKE,GA,BRYAN,31321,(912) 653-3800,http://www.bryancountysheriffsoffice.org/Default.aspx,10.55,17.37,CF1314,32.134518,-81.6184215
BRYAN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,402 W EVERGREEN ST,DURANT,OK,BRYAN,74701,(580) 924-3000,,,,CF4880,33.99287697,-96.37944637
BUCHANAN COUNTY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,210 5TH AVENUE NORTHEAST,INDEPENDENCE,IA,BUCHANAN,50644,(319) 334-2017,http://www.buchanancountyiowa.org/departments/sheriff/index.php,7.14,11.75,CF933,42.470361,-91.888668
BUCHANAN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,501 FARAON ST,ST. JOSEPH,MO,BUCHANAN,64501,(816) 236-8800,http://www.co.buchanan.mo.us/196/Sheriffs-Office,34.75,57.23,CF2564,39.769371,-94.853934
BUCKINGHAM CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,1349 CORRECTIONAL CENTER ROAD,DILLWYN,VA,BUCKINGHAM,23936,(434) 983-4400,https://vadoc.virginia.gov/facilities-and-offices/,183.36,302.00,CF4100,37.56546,-78.4744965
BUCKS COUNTY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,1730 S EASTON RD,DOYLESTOWN,PA,BUCKS,18901,(215) 345-3700,http://www.buckscounty.org/government/Corrections,118.52,195.20,CF3682,40.275684,-75.1319505
BUCKS COUNTY MEN'S COMMUNITY CORRECTIONS,CORRECTIONAL INSTITUTIONS,922140,1730 S EASTON RD,DOYLESTOWN,PA,BUCKS,18901,(215) 345-3906,http://www.buckscounty.org/government/Corrections,41.88,68.99,CF2779,40.275684,-75.1319505
BUCKS COUNTY WOMENS COMMUNITY CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,1730 S EASTON RD,DOYLESTOWN,PA,BUCKS,18901,(215) 345-3906,http://www.buckscounty.org/government/Corrections,7.76,12.78,CF1034,40.275684,-75.1319505
BUCKS COUNTY YOUTH CENTER,CORRECTIONAL INSTITUTIONS,922140,1750 EASTON RD,DOYLESTOWN,PA,BUCKS,18901,(215) 340-8300,http://www.buckscounty.org/Courts/YouthCenter,8.38,13.80,CF1105,40.277115,-75.1287195
BUENA PARK CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,6640 BEACH BLVD,BUENA PARK,CA,ORANGE,90622,(714) 562-3939,http://www.bppd.com/services_hours/services/jail.php,,,CF4881,33.863976,-117.9978795
BUENA VISTA CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,5125 HWY 24 & 285,BUENA VISTA,CO,CHAFFEE,81211,(719) 395-2404,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,191.42,315.29,CF4149,38.82692149,-106.1243104
BUENA VISTA COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,411 EXPANSION BLVD,STORM LAKE,IA,BUENA VISTA,50588,(712) 732-2452,http://www.bvsheriff.com/,,,CF4882,42.64178858,-95.17892606
BUFFALO COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1417 1ST AVENUE,KEARNEY,NE,BUFFALO,68847,(308) 233-5281,https://www.buffalocounty.ne.gov/SHERIFF,29.78,49.06,CF2384,40.6884598,-99.08328362
BUFFALO COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,407 S 2ND ST,ALMA,WI,BUFFALO,54610,(608) 685-4433,https://www.buffalocounty.com/176/Jail,,,CF4883,44.319564,-91.913157
BUFFALO FEDERAL DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,4250 FRDERAL DR,BATAVIA,NY,GENESEE,14020,(585) 344-6500,https://www.ice.gov/detention-facilities,,,CF4884,43.020621,-78.201558
BULLITT COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1671 S PRESTON HWY,SHEPHERDSVILLE,KY,BULLITT,40165,(502) 543-7263,http://www.bullittdetention.com/,48.86,80.48,CF2944,37.97287129,-85.71318594
BULLOCH COUNTY CORRECTIONAL INSTITUTE,CORRECTIONAL INSTITUTIONS,922140,17301 UNITED STATES HIGHWAY 301 NORTH,STATESBORO,GA,BULLOCH,30458,(912) 764-6217,http://bullochcounty.net/correctional-institute/,28.39,46.76,CF2334,32.46523463,-81.76600703
BULLOCH COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,17257 UNITED STATES HIGHWAY 301 NORTH,STATESBORO,GA,BULLOCH,30458,(912) 764-8888,http://www.bullochsheriff.com/,73.68,121.36,CF3265,32.467806,-81.767169
BULLOCK CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,104 BULLOCK DR,UNION SPRINGS,AL,BULLOCK,36089,(334) 738-5625,http://www.doc.state.al.us/FacAddr.aspx,257.20,423.62,CF4383,32.1473084,-85.6732072
BULLOCK COUNTY RED WILLIAMS DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,,UNION SPRINGS,AL,BULLOCK,36089,,,,,CF4885,32.145205,-85.71344
BUNCOMBE COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,20 DAVIDSON DR,ASHEVILLE,NC,BUNCOMBE,28801,(828) 250-4550,https://www.buncombecounty.org/Governing/Depts/Sheriff/detention-division/default.aspx,93.70,154.32,CF3491,35.59608,-82.547802
BURBANK CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,200 N 3RD ST,BURBANK,CA,LOS ANGELES,91502,(818) 238-3000,http://www.burbankpd.org/,11.32,18.65,CF1386,34.18288189,-118.3084866
BUREAU COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,22 PARK AVENUE WEST,PRINCETON,IL,BUREAU,61356,(815) 875-3344,http://www.bureaucountysheriff.org/,5.58,9.20,CF748,41.36760772,-89.46528637
BUREAU OF INDIAN AFFAIRS - HOPI AGENCY,CORRECTIONAL INSTITUTIONS,922140,"STATE ROUTE 264, MILEPOST 396",KEAMS CANYON,AZ,NAVAJO,86034,,,,,CF4886,35.82003554,-110.397643
BURKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,225 STATE HIGHWAY 24 SOUTH,WAYNESBORO,GA,BURKE,30830,(706) 554-2133,http://www.burkecountysheriff.com/index.cfm,,,CF4887,33.07429663,-81.99616018
BURKE COUNTY JAIL (DOWNTOWN JAIL),CORRECTIONAL INSTITUTIONS,922140,201 S GREEN ST,MORGANTON,NC,BURKE,28655,(828) 438-5481,http://www.burkesheriff.org/jail.htm,10.24,16.86,CF1301,35.745525,-81.685215
BURKE CRV CENTER,CORRECTIONAL INSTITUTIONS,922140,5161 WESTERN AVE,MORGANTON,NC,BURKE,28655,(828) 433-4036,https://www.ncdps.gov/adult-corrections/community-corrections/confinement-in-response-to-violation-crv,38.47,63.36,CF2667,35.680095,-81.690714
BURKE-CATAWBA DISTRICT CONFINEMENT FACILITY,CORRECTIONAL INSTITUTIONS,922140,148 GOVERNMENT DR,MORGANTON,NC,BURKE,28655,(828) 764-9583,http://www.burkesheriff.org/jail.htm,27.30,44.97,CF2301,35.720946,-81.6803685
BURLEIGH COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,4000 APPLE CREEK ROAD,BISMARCK,ND,BURLEIGH,58504,(701) 255-3113,http://www.burleighco.com/departments/sheriff/,,,CF4888,46.796328,-100.72638
BURLESON COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1334 STATE HWY 21 E,CALDWELL,TX,BURLESON,77836,(979) 567-4343,,14.89,24.53,CF1607,30.547026,-96.6830265
BURLINGTON COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,54 GRANT ST,MOUNT HOLLY,NJ,BURLINGTON,08060,(609) 265-5979,http://www.co.burlington.nj.us/468/Corrections---Jail,96.95,159.69,CF3524,39.996216,-74.791422
BURLINGTON COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,620 PEMBERTON-BROWNS MILLS RD,PEMBERTON,NJ,BURLINGTON,08068,(609) 726-7175,http://www.co.burlington.nj.us/458/Juvenile-Detention-Center,,,CF4727,39.96663688,-74.63918179
BURLINGTON RESIDENTIAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,835 VALLEY STREET,BURLINGTON,IA,DES MOINES,52601,(319) 753-5478,http://www.8thjdcbc.com/,9.77,16.10,CF1242,40.810032,-91.110159
BURNET COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,1601 E POLK ST,BURNET,TX,BURNET,78611,(512) 715-8600,https://www.burnetsheriff.com/jail/,92.30,152.02,CF3466,30.757716,-98.2129185
BURNETT COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,7410 COUNTY RD K,SIREN,WI,BURNETT,54872,(715) 349-2128,https://www.burnettcounty.com/index.aspx?nid=107,4.03,6.64,CF512,45.822942,-92.3668785
BURNETT-BAYLAND REHABILITATION CENTER,CORRECTIONAL INSTITUTIONS,922140,6500 CHIMNEY ROCK,HOUSTON,TX,HARRIS,77081,(713) 222-4400,https://hcjpd.harriscountytx.gov/Pages/Facilities.aspx,14.89,24.53,CF1608,29.710026,-95.477895
BURNHAM YOUTH SAFE CENTER,CORRECTIONAL INSTITUTIONS,922140,13640 ROUTE 22,CANAAN,NY,COLUMBIA,12029,(518) 781-4567,http://www.berkshirefarm.org/,,,CF4889,42.41027381,-73.40681841
BURRUSS CORRECTIONAL TRAINING CENTER,CORRECTIONAL INSTITUTIONS,922140,1000 INDIAN SPRINGS DR,FORSYTH,GA,MONROE,31029,(478) 994-7511,http://www.dcor.state.ga.us/facility-finder,125.03,205.93,CF3729,33.0570372,-83.95727624
BUTLER COUNTY ADULT DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,701 S STONE ROAD,EL DORADO,KS,BUTLER,67042,(316) 320-7766,http://www.bucoks.com/384/Sheriff,35.68,58.77,CF2590,37.811628,-96.8323995
BUTLER COUNTY CORRECTIONAL COMPLEX,CORRECTIONAL INSTITUTIONS,922140,705 HANOVER ST,HAMILTON,OH,BUTLER,45011,(513) 785-1345,http://www.butlersheriff.org/corrections/,131.55,216.66,CF3767,39.389544,-84.5558595
BUTLER COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,200 PHILLIP KEARBY BLVD,POPLAR BLUFF,MO,BUTLER,63901,(573) 686-8067,https://www.bcsheriff.com/index.php,,,CF4890,36.757206,-90.392229
BUTLER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,428 6TH STREET,ALLISON,IA,BUTLER,50602,(319) 267-2410,https://www.butlercoiowa.org/departments/sheriff,1.86,3.07,CF4891,42.755643,-92.7941715
BUTLER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,451 5TH STREET,DAVID CITY,NE,BUTLER,68632,(402) 367-7480,https://co.butler.ne.us/webpages/county_court/county_court.html,4.34,7.15,CF157,41.253408,-97.1291115
BUTLER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,112 N WARREN STREET,MORGANTOWN,KY,BUTLER,42261,(270) 526-3505,http://butlercojail.com/,5.58,9.20,CF749,37.22576118,-86.68169762
BUTLER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,800 WALNUT ST,GREENVILLE,AL,BUTLER,36037,(334) 382-3321,http://butlercountyal.com/dept_contacts,,,CF554,31.82880219,-86.61699395
BUTLER COUNTY JUVENILE CENTER,CORRECTIONAL INSTITUTIONS,922140,614 LINDSAY AVENUE,POPLAR BLUFF,MO,BUTLER,63901,(573) 359-8736,https://www.butlercountyohio.org/juvenilejusticecenter/index.cfm?page=corrections_jdc,,,CF4892,36.7601131,-90.39222248
BUTLER COUNTY JUVENILE DETENTION / REHABILITATION CENTER,CORRECTIONAL INSTITUTIONS,922140,280 N FAIR AVE,HAMILTON,OH,BUTLER,45011,(513) 887-3865,https://www.butlercountyohio.org/juvenilejusticecenter/index.cfm?page=corrections_jdc,14.89,24.53,CF1609,39.39759,-84.541104
BUTLER COUNTY PRISON,CORRECTIONAL INSTITUTIONS,922140,202 SOUTH WASHINGTON STREET,BUTLER,PA,BUTLER,16001,(724) 284-5256,http://www.co.butler.pa.us/county-prison,87.49,144.10,CF3429,40.85972578,-79.89700274
BUTLER COUNTY RESOLUTIONS JAIL,CORRECTIONAL INSTITUTIONS,922140,442 S 2ND ST,HAMILTON,OH,BUTLER,45011,,http://www.butlersheriff.org/general-info/inmate-info/,37.39,61.58,CF2641,39.395547,-84.5635545
BUTTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,5 GILLICK WAY,OROVILLE,CA,BUTTE,95965,(530) 538-7471,http://www.buttecounty.net/sheriffcoroner/jailinfo,95.25,156.88,CF3511,39.529449,-121.573872
BUTTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,256 W GRAND AVE,ARCO,ID,BUTTE,83213,(208) 527-8553,http://www.buttecountyid.us/about/butte-county-sheriffs-office/,,,CF4893,43.63529729,-113.3022417
BUTTE COUNTY JUVENILE HALL,CORRECTIONAL INSTITUTIONS,922140,41 COUNTY CENTER DRIVE,OROVILLE,CA,BUTTE,95965,(530) 538-7311,https://www.buttecounty.net/probation/JuvenileHall,18.62,30.66,CF1875,39.529467,-121.5702495
BUTTE PRE-RELEASE / WOMEN'S TRANSITIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,62 W BROADWAY ST,BUTTE,MT,SILVER BOW,59701,(406) 496-5070,http://www.cccscorp.com/programs/,34.13,56.21,CF2550,46.01350523,-112.5373873
BUTTE SILVER BOW DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,155 W QUARTZ ST,BUTTE,MT,SILVER BOW,59701,(406) 497-1040,https://co.silverbow.mt.us/230/Detention-Center,11.17,18.40,CF1362,46.015281,-112.53906
BUTTS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,835 ERNEST BILES DR,JACKSON,GA,BUTTS,30233,(770) 775-8216,http://www.buttscountysheriff.com/,49.64,81.76,CF2958,33.29484339,-83.94767568
BUZZ WESTFALL JAIL / JUSTICE CENTER,CORRECTIONAL INSTITUTIONS,922140,100 S CENTRAL AVE,CLAYTON,MO,ST. LOUIS,63105,(314) 615-5245,https://www.stlouisco.com/YourGovernment/JusticeServices,191.11,314.78,CF4146,38.648574,-90.337815
BYRD DIAGNOSTIC INTAKE FACILITY,CORRECTIONAL INSTITUTIONS,922140,21 FM 247,HUNTSVILLE,TX,WALKER,77320,(936) 295-5768,http://www.tdcj.state.tx.us/unit_directory/index.html,211.75,348.76,CF4223,30.73720763,-95.54972879
C H COLWELL DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,189 BEASLEY STREET,BLAIRSVILLE,GA,UNION,30512,(706) 745-3610,http://www.dcor.state.ga.us/facility-finder,32.27,53.14,CF2494,34.875666,-83.9434995
C T TERRELL PRISON,CORRECTIONAL INSTITUTIONS,922140,1300 FM 655,ROSHARON,TX,BRAZORIA,77583,(281) 595-3481,http://www.tdcj.state.tx.us/unit_directory/index.html,248.67,409.57,CF4362,29.3022825,-95.47159924
C. CARLOS CARREIRO IMMIGRATION DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,400 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,BRISTOL,02747,(508) 995-6400,http://www.bcso-ma.us/index.htm,,,CF4728,41.665509,-70.9957575
CA SUBSTANCE ABUSE TREATMENT FACILITY (SATF),CORRECTIONAL INSTITUTIONS,922140,900 QUEBEC AVE,CORCORAN,CA,KINGS,93212,(559) 992-7100,http://www.cdcr.ca.gov/Facilities_Locator/,531.15,874.83,CF4680,36.05085787,-119.5578371
CABARRUS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,30 CORBAN AVE SE,CONCORD,NC,CABARRUS,28025,(704) 920-3058,https://www.cabarruscounty.us/departments/detention-center,103.16,169.91,CF3568,35.409321,-80.577963
CABARRUS REGIONAL JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,822 MCWHORTER ROAD,CONCORD,NC,CABARRUS,28027,(704) 720-0807,https://www.ncdps.gov/juvenile-justice/juvenile-facility-operations/juvenile-detention-centers#cabarrus,4.65,7.67,CF604,35.362494,-80.602839
CACHE COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,1225 W 200 N,LOGAN,UT,CACHE,84321,(435) 755-1000,https://www.cachesheriff.org/jail/,,,CF4894,41.73580235,-111.8652508
CACHE VALLEY YOUTH CENTER,CORRECTIONAL INSTITUTIONS,922140,2051 N 600 W,LOGAN,UT,CACHE,84321,(435) 713-6260,https://hs.utah.gov/resource/cache-valley-youth-center,2.48,4.09,CF236,41.76953486,-111.8488685
CADDO CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,1101 FPRUM DR,SHREVEPORT,LA,CADDO,71107,(318) 677-5254,http://www.caddosheriff.org/content.php?c=59,232.69,383.25,CF4298,32.532246,-93.781449
CADDO COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,201 WEST OKLAHOMA,ANADARKO,OK,CADDO,73005,(405) 247-6666,,,,CF4895,35.073846,-98.2458495
CADDO PARISH JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1835 SPRING ST,SHREVEPORT,LA,CADDO,71101,(318) 226-6772,http://www.caddo.org/162/Juvenile-Services,4.50,7.41,CF589,32.502996,-93.7297305
CADET LEADERSHIP & EDUCATION PROGRAM,CORRECTIONAL INSTITUTIONS,922140,2665 KENTUCKY HIGHWAY 30 WEST,JACKSON,KY,BREATHITT,41339,(606) 295-2267,https://djj.ky.gov/Facilities/Pages/Cadet-Leadership-and-Education-Program.aspx,6.21,10.22,CF817,37.5392922,-83.41645896
CAI - BOSTON AVENUE,CORRECTIONAL INSTITUTIONS,922140,2727 BOSTON AVENUE,SAN DIEGO,CA,SAN DIEGO,92113,(619) 232-1066,http://www.cca.com/locations,18.62,30.66,CF1876,32.693517,-117.135018
CAI - OCEAN VIEW,CORRECTIONAL INSTITUTIONS,922140,551 SOUTH 35TH STREET,SAN DIEGO,CA,SAN DIEGO,92113,(619) 232-8600,http://www.cca.com/locations,74.93,123.41,CF3286,32.700411,-117.118431
CALAVERAS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1045 JEFF TUTTLE DR,SAN ANDREAS,CA,CALAVERAS,95249,(209) 754-6499,https://sheriff.calaverasgov.us/Detention-Facility/Mailing-Inmates,,,CF4896,38.193327,-120.664989
CALCASIEU CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,5410 E BROAD ST,LAKE CHARLES,LA,CALCASIEU,70615,(337) 491-3800,http://www.cpso.com/,105.95,174.51,CF3588,30.226203,-93.141009
CALCASIEU PARISH JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,3615 E PRIEN LAKE RD,LAKE CHARLES,LA,CALCASIEU,70615,(337) 721-3900,https://www.cppj.net/services/juvenile-justice-services/juvenile-detention-center,5.58,9.20,CF750,30.19923,-93.1621005
CALCASIEU SHERIFF'S PRISON,CORRECTIONAL INSTITUTIONS,922140,5300 E BROAD ST,LAKE CHARLES,LA,CALCASIEU,70615,(337) 491-3800,http://www.cpso.com/corrections/corrections.cfm,105.95,174.51,CF3589,30.225573,-93.1442715
CALDWELL CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,480 PLEASANT HILL RD,LENOIR,NC,CALDWELL,28645,(828) 726-2509,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Caldwell-Correctional-Center,36.92,60.81,CF2951,35.856045,-81.520821
CALDWELL CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,671 STATE HWY 845,GRAYSON,LA,CALDWELL,71435,(318) 649-5600,https://doc.louisiana.gov/location/caldwell_parish/,49.33,81.25,CF2625,32.03934834,-92.13721134
CALDWELL COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,2351 MORGANTON BLVD SW,LENOIR,NC,CALDWELL,28645,(828) 759-1510,https://www.caldwellcountync.org/sheriff/detention,28.70,47.27,CF4897,35.890821,-81.570951
CALDWELL COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,280 WEST MAIN STREET,KINGSTON,MO,CALDWELL,64650,(816) 585-5245,http://caldwellco.missouri.org/detention-center/,,,CF2346,39.64261867,-94.04318455
CALDWELL COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1204 REED DR,LOCKHART,TX,CALDWELL,78644,(512) 398-6777,,46.69,76.91,CF4898,29.875986,-97.654248
